Nama_Produk,Harga
Lenovo Yoga 7 14IML9 2in1 Oled Ultra 5 125H 16GB 512SSD W11+OHS Wuxga,15599000
Msi THin A15 Ryzen 5 7535HS RTX3050-4050 4-6GB 8GB 512GB W11+Ohs,9899000
Lenovo Loq 15IRX9 I7 13650HX 40506 6 GB RAM 12GB 512SSD W11 + OFFICE HOME STUDENT,15799000
Lenovo Loq 15IRX9 I5 13450HX RTX3050 6GB 12GB 512SSD W11+OHS FHD,12899000
Asus Vivobook 14 E1404GA I3 N305 8CORE 8GB 256-512SSD W11+OHS FHD,5799000
"Acer Nitro V 15 RTX4060 8GB/i9 13900H 16/32gb 512ssd/1TB W11 + OHS 15.6"" FHD 144HZ IPS BLIT 2Y+ADP",17849000
Lenovo Yoga Slim 7 14IMH9 Oled Touch Ultra 5 125H 16GB 512SSD W11+OHS,14099000
Lenovo Yoga Slim 7 14IMH9 Oled Touch Ultra 7 155H 16GB 1TBSSD W11+OHS,15999000
Msi Thin 15 B13VE I7 13620H RTX4050 6GB 16GB 512SSD W11 FHD 144Hz,13749000
"Laptop Lenovo Ideapad Slim 3 14 Intel COre i7 13620H RAM 16 GB SSD 512 GB Windows 11 + Office Home Student 14"" WUXGA IPS",11249000
Laptop Advan Soulmate N4020 4GB 128SSD Windows 11,2499000
Lenovo Ideapad Slim 5 14IRL8 Oled I5 13420H 16GB 512SSD W11+OHS Wuxga,11699000
Laptop HP 245 Gen10 Ryzen 3 7320U 8GB 256GB W11 Slim Bezel,5299000
Asus Rog Strix G16 G614JU I5 13540HX RTX4050 6GB 16GB 512GB W11+Ohs,18999000
Asus Vivobook 14 M1405YA Ryzen 7 7730U 16GB 512GB W11+OHS Wuxga,9549000
FANTECH MOUSE WIRELESS GAMING RAIGOR II WG10 ALL COLOR,83000
CARBON SOFTCASE SLEEVE CASE 13-14 INCH ALL COLOR,99000
Office 365 Personal 1 Year Original For Work,549000
UPGRADE SSD GEN 4 KHUSUS PEMBELIAN DITOKO KAMI 512SSD-1TBSSD-2TBSSD,899000
Asus Vivobook Go 14 E1404FA Ryzen 3 7320U 8GB 256-512GB W11+OHS FullHD,5599000
UPGRADE SSD KHUSUS PEMBELIAN DITOKO KAMI 128-256-512-1TB GEN 3 2280,250000
Upgrade Ram Sodim DDR5 8-16-32GB 4800-5600Mhz,999000
Upgrade Ram Sodim DDR4 4-8-16-32GB 3200 Mhz,325000
Laptop Hp 14S EP0018TU-EP0019TU I7 1355U 16GB 512SSD W11+Ohs FullHD,11199000
